case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
Case2,6x8_172,-68.0,5.0,6758.995375179671,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_172,data/New_Data/csv_6x8_Case2/force_disp_Test_172.csv
Case2,6x8_173,82.0,-55.0,7446.145385103274,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_173,data/New_Data/csv_6x8_Case2/force_disp_Test_173.csv
Case2,6x8_174,-76.0,51.0,9016.56679739327,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_174,data/New_Data/csv_6x8_Case2/force_disp_Test_174.csv
Case2,6x8_175,-73.0,85.0,4298.546627302681,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_175,data/New_Data/csv_6x8_Case2/force_disp_Test_175.csv
Case2,6x8_176,-36.0,30.0,8549.282438202226,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_176,data/New_Data/csv_6x8_Case2/force_disp_Test_176.csv
Case2,6x8_177,25.0,-81.0,7430.202124638852,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_177,data/New_Data/csv_6x8_Case2/force_disp_Test_177.csv
Case2,6x8_178,27.0,63.0,8272.789180832258,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_178,data/New_Data/csv_6x8_Case2/force_disp_Test_178.csv
Case2,6x8_179,73.0,-44.0,8910.85584955233,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_179,data/New_Data/csv_6x8_Case2/force_disp_Test_179.csv
Case2,6x8_180,-14.0,88.0,6545.690092157038,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_180,data/New_Data/csv_6x8_Case2/force_disp_Test_180.csv
Case2,6x8_181,88.0,45.0,8402.686332020308,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_181,data/New_Data/csv_6x8_Case2/force_disp_Test_181.csv
Case2,6x8_182,-14.0,42.0,7189.420068139018,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_182,data/New_Data/csv_6x8_Case2/force_disp_Test_182.csv
Case2,6x8_183,37.0,63.0,9003.180314314966,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_183,data/New_Data/csv_6x8_Case2/force_disp_Test_183.csv
Case2,6x8_184,83.0,43.0,8414.410153673603,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_184,data/New_Data/csv_6x8_Case2/force_disp_Test_184.csv
Case2,6x8_185,-18.0,49.0,7668.279566665702,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_185,data/New_Data/csv_6x8_Case2/force_disp_Test_185.csv
Case2,6x8_186,-54.0,1.0,6946.8752878813075,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_186,data/New_Data/csv_6x8_Case2/force_disp_Test_186.csv
Case2,6x8_187,-47.0,-37.0,9525.904863820493,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_187,data/New_Data/csv_6x8_Case2/force_disp_Test_187.csv
Case2,6x8_188,-40.0,56.0,9672.880328985164,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_188,data/New_Data/csv_6x8_Case2/force_disp_Test_188.csv
Case2,6x8_189,34.0,0.0,6264.147664952297,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_189,data/New_Data/csv_6x8_Case2/force_disp_Test_189.csv
Case2,6x8_190,-80.0,40.0,8422.986907255154,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_190,data/New_Data/csv_6x8_Case2/force_disp_Test_190.csv
Case2,6x8_191,-75.0,6.0,6431.526123776949,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_191,data/New_Data/csv_6x8_Case2/force_disp_Test_191.csv
Case2,6x8_192,89.0,-86.0,3263.124877292651,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_192,data/New_Data/csv_6x8_Case2/force_disp_Test_192.csv
Case2,6x8_193,48.0,41.0,10045.609013157307,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_193,data/New_Data/csv_6x8_Case2/force_disp_Test_193.csv
Case2,6x8_194,-11.0,-16.0,5234.989173717237,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_194,data/New_Data/csv_6x8_Case2/force_disp_Test_194.csv
Case2,6x8_195,12.0,71.0,6949.897117760036,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_195,data/New_Data/csv_6x8_Case2/force_disp_Test_195.csv
Case2,6x8_196,-32.0,84.0,7819.318444286175,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_196,data/New_Data/csv_6x8_Case2/force_disp_Test_196.csv
Case2,6x8_197,-80.0,-38.0,8321.619700250285,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_197,data/New_Data/csv_6x8_Case2/force_disp_Test_197.csv
Case2,6x8_198,-82.0,-53.0,7986.8313675062445,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_198,data/New_Data/csv_6x8_Case2/force_disp_Test_198.csv
Case2,6x8_199,-45.0,82.0,8572.063221970291,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_199,data/New_Data/csv_6x8_Case2/force_disp_Test_199.csv
Case2,6x8_200,88.0,-42.0,8319.12630855813,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_200,data/New_Data/csv_6x8_Case2/force_disp_Test_200.csv
Case2,6x8_201,-73.0,-27.0,7836.179024198517,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_201,data/New_Data/csv_6x8_Case2/force_disp_Test_201.csv
Case2,6x8_202,-24.0,-76.0,7458.751996437072,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_202,data/New_Data/csv_6x8_Case2/force_disp_Test_202.csv
Case2,6x8_203,33.0,58.0,8856.850457360058,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_203,data/New_Data/csv_6x8_Case2/force_disp_Test_203.csv
Case2,6x8_204,27.0,-22.0,7046.353877859408,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_204,data/New_Data/csv_6x8_Case2/force_disp_Test_204.csv
Case2,6x8_205,-58.0,-50.0,10407.867915898876,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_205,data/New_Data/csv_6x8_Case2/force_disp_Test_205.csv
Case2,6x8_206,4.0,90.0,6075.07227135913,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_206,data/New_Data/csv_6x8_Case2/force_disp_Test_206.csv
Case2,6x8_207,19.0,-83.0,6873.175854888429,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_207,data/New_Data/csv_6x8_Case2/force_disp_Test_207.csv
Case2,6x8_208,-87.0,47.0,8483.835915307347,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_208,data/New_Data/csv_6x8_Case2/force_disp_Test_208.csv
Case2,6x8_209,58.0,-69.0,7788.629157755992,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_209,data/New_Data/csv_6x8_Case2/force_disp_Test_209.csv
Case2,6x8_210,-10.0,23.0,5817.790291600348,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_210,data/New_Data/csv_6x8_Case2/force_disp_Test_210.csv
Case2,6x8_211,55.0,-59.0,8976.960867943873,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_211,data/New_Data/csv_6x8_Case2/force_disp_Test_211.csv
Case2,6x8_212,-63.0,54.0,9083.72940359844,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_212,data/New_Data/csv_6x8_Case2/force_disp_Test_212.csv
Case2,6x8_213,67.0,-42.0,9160.870649150625,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_213,data/New_Data/csv_6x8_Case2/force_disp_Test_213.csv
Case2,6x8_214,63.0,-14.0,7289.189214645425,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_214,data/New_Data/csv_6x8_Case2/force_disp_Test_214.csv
Case2,6x8_215,9.0,13.0,4846.3193754628155,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_215,data/New_Data/csv_6x8_Case2/force_disp_Test_215.csv
Case2,6x8_216,-10.0,59.0,7240.504647620444,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_216,data/New_Data/csv_6x8_Case2/force_disp_Test_216.csv
Case2,6x8_217,21.0,56.0,7852.599044131925,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_217,data/New_Data/csv_6x8_Case2/force_disp_Test_217.csv
Case2,6x8_218,5.0,-15.0,4866.431889905723,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_218,data/New_Data/csv_6x8_Case2/force_disp_Test_218.csv
Case2,6x8_219,-7.0,65.0,6932.209052608763,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_219,data/New_Data/csv_6x8_Case2/force_disp_Test_219.csv
Case2,6x8_220,14.0,-23.0,5966.654995960726,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_220,data/New_Data/csv_6x8_Case2/force_disp_Test_220.csv
Case2,6x8_221,74.0,-56.0,8067.279895111892,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_221,data/New_Data/csv_6x8_Case2/force_disp_Test_221.csv
Case2,6x8_222,7.0,-80.0,6389.013921313859,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_222,data/New_Data/csv_6x8_Case2/force_disp_Test_222.csv
Case2,6x8_223,-78.0,-48.0,8805.191022285495,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_223,data/New_Data/csv_6x8_Case2/force_disp_Test_223.csv
Case2,6x8_224,-4.0,-43.0,6759.849947953747,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_224,data/New_Data/csv_6x8_Case2/force_disp_Test_224.csv
Case2,6x8_225,2.0,-73.0,6399.36084008656,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_225,data/New_Data/csv_6x8_Case2/force_disp_Test_225.csv
Case2,6x8_226,-42.0,80.0,8507.313256683265,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_226,data/New_Data/csv_6x8_Case2/force_disp_Test_226.csv
Case2,6x8_227,-42.0,-6.0,6695.064652612253,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_227,data/New_Data/csv_6x8_Case2/force_disp_Test_227.csv
Case2,6x8_228,60.0,-31.0,8667.699960630836,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_228,data/New_Data/csv_6x8_Case2/force_disp_Test_228.csv
Case2,6x8_229,42.0,86.0,8333.647586458595,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_229,data/New_Data/csv_6x8_Case2/force_disp_Test_229.csv
Case2,6x8_230,-44.0,-30.0,8632.72009166208,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_230,data/New_Data/csv_6x8_Case2/force_disp_Test_230.csv
Case2,6x8_231,-69.0,24.0,7849.97411526306,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_231,data/New_Data/csv_6x8_Case2/force_disp_Test_231.csv
Case2,6x8_232,-8.0,-27.0,5847.175897144417,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_232,data/New_Data/csv_6x8_Case2/force_disp_Test_232.csv
Case2,6x8_233,61.0,-20.0,7758.526056016842,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_233,data/New_Data/csv_6x8_Case2/force_disp_Test_233.csv
Case2,6x8_234,-49.0,-40.0,9902.179436097,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_234,data/New_Data/csv_6x8_Case2/force_disp_Test_234.csv
Case2,6x8_235,-62.0,7.0,6934.52857999645,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_235,data/New_Data/csv_6x8_Case2/force_disp_Test_235.csv
Case2,6x8_236,16.0,-57.0,7502.29953331159,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_236,data/New_Data/csv_6x8_Case2/force_disp_Test_236.csv
Case2,6x8_237,-32.0,66.0,8548.21901016473,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_237,data/New_Data/csv_6x8_Case2/force_disp_Test_237.csv
Case2,6x8_238,64.0,-22.0,7784.286215060927,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_238,data/New_Data/csv_6x8_Case2/force_disp_Test_238.csv
Case2,6x8_239,30.0,17.0,6746.491261343217,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_239,data/New_Data/csv_6x8_Case2/force_disp_Test_239.csv
Case2,6x8_240,53.0,26.0,8280.67513533609,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_240,data/New_Data/csv_6x8_Case2/force_disp_Test_240.csv
Case2,6x8_241,13.0,6.0,4707.946590397872,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_241,data/New_Data/csv_6x8_Case2/force_disp_Test_241.csv
Case2,6x8_242,-31.0,60.0,8665.694702331131,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_242,data/New_Data/csv_6x8_Case2/force_disp_Test_242.csv
Case2,6x8_243,-63.0,-63.0,7524.314508676943,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_243,data/New_Data/csv_6x8_Case2/force_disp_Test_243.csv
Case2,6x8_244,85.0,-58.0,6585.400227377033,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_244,data/New_Data/csv_6x8_Case2/force_disp_Test_244.csv
Case2,6x8_245,-34.0,-14.0,6643.369394053985,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_245,data/New_Data/csv_6x8_Case2/force_disp_Test_245.csv
Case2,6x8_246,60.0,61.0,8069.070996124566,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_246,data/New_Data/csv_6x8_Case2/force_disp_Test_246.csv
Case2,6x8_247,-83.0,78.0,3910.662687847563,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_247,data/New_Data/csv_6x8_Case2/force_disp_Test_247.csv
Case2,6x8_248,6.0,27.0,5795.185060406668,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_248,data/New_Data/csv_6x8_Case2/force_disp_Test_248.csv
Case2,6x8_249,6.0,16.0,5013.545602392656,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_249,data/New_Data/csv_6x8_Case2/force_disp_Test_249.csv
Case2,6x8_250,-47.0,64.0,9722.795690861292,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_250,data/New_Data/csv_6x8_Case2/force_disp_Test_250.csv
Case2,6x8_251,-69.0,0.0,6563.6650688922755,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_251,data/New_Data/csv_6x8_Case2/force_disp_Test_251.csv
Case2,6x8_252,-82.0,-45.0,8531.391764270313,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_252,data/New_Data/csv_6x8_Case2/force_disp_Test_252.csv
Case2,6x8_253,56.0,-34.0,9018.917592963477,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_253,data/New_Data/csv_6x8_Case2/force_disp_Test_253.csv
Case2,6x8_254,-75.0,-17.0,6991.139652161381,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_254,data/New_Data/csv_6x8_Case2/force_disp_Test_254.csv
Case2,6x8_255,32.0,-60.0,8732.75541162058,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_255,data/New_Data/csv_6x8_Case2/force_disp_Test_255.csv
Case2,6x8_256,-25.0,-11.0,5840.17981276812,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_256,data/New_Data/csv_6x8_Case2/force_disp_Test_256.csv
Case2,6x8_257,65.0,80.0,5647.170221596212,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_257,data/New_Data/csv_6x8_Case2/force_disp_Test_257.csv
Case2,6x8_258,54.0,-18.0,7726.9567848106535,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_258,data/New_Data/csv_6x8_Case2/force_disp_Test_258.csv
Case2,6x8_259,-6.0,38.0,6512.083361814975,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_259,data/New_Data/csv_6x8_Case2/force_disp_Test_259.csv
Case2,6x8_260,-50.0,68.0,9567.081432562121,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_260,data/New_Data/csv_6x8_Case2/force_disp_Test_260.csv
Case2,6x8_261,-14.0,-28.0,6245.527504103815,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_261,data/New_Data/csv_6x8_Case2/force_disp_Test_261.csv
Case2,6x8_262,-57.0,76.0,7559.357733009482,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_262,data/New_Data/csv_6x8_Case2/force_disp_Test_262.csv
Case2,6x8_263,-24.0,2.0,5481.067595556632,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_263,data/New_Data/csv_6x8_Case2/force_disp_Test_263.csv
Case2,6x8_264,87.0,-65.0,5286.590681658748,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_264,data/New_Data/csv_6x8_Case2/force_disp_Test_264.csv
Case2,6x8_265,-25.0,-84.0,7255.995454276849,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_265,data/New_Data/csv_6x8_Case2/force_disp_Test_265.csv
Case2,6x8_266,-26.0,-39.0,8083.301867235183,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_266,data/New_Data/csv_6x8_Case2/force_disp_Test_266.csv
Case2,6x8_267,-33.0,-46.0,9022.182441837189,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_267,data/New_Data/csv_6x8_Case2/force_disp_Test_267.csv
Case2,6x8_268,-59.0,29.0,8522.94973684545,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_268,data/New_Data/csv_6x8_Case2/force_disp_Test_268.csv
Case2,6x8_269,-60.0,60.0,8248.11079952405,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_269,data/New_Data/csv_6x8_Case2/force_disp_Test_269.csv
Case2,6x8_270,10.0,76.0,6605.918039269294,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_270,data/New_Data/csv_6x8_Case2/force_disp_Test_270.csv
Case2,6x8_271,-30.0,50.0,8796.702087737242,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_271,data/New_Data/csv_6x8_Case2/force_disp_Test_271.csv
Case2,6x8_272,72.0,69.0,5914.521455823994,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_272,data/New_Data/csv_6x8_Case2/force_disp_Test_272.csv
Case2,6x8_273,81.0,62.0,6050.564696641284,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_273,data/New_Data/csv_6x8_Case2/force_disp_Test_273.csv
Case2,6x8_274,30.0,-25.0,7630.055451403598,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_274,data/New_Data/csv_6x8_Case2/force_disp_Test_274.csv
Case2,6x8_275,80.0,-20.0,7031.566114529592,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_275,data/New_Data/csv_6x8_Case2/force_disp_Test_275.csv
Case2,6x8_276,-88.0,70.0,4555.85416875518,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_276,data/New_Data/csv_6x8_Case2/force_disp_Test_276.csv
Case2,6x8_277,57.0,88.0,6700.8635065961225,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_277,data/New_Data/csv_6x8_Case2/force_disp_Test_277.csv
Case2,6x8_278,18.0,78.0,6988.514101721468,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_278,data/New_Data/csv_6x8_Case2/force_disp_Test_278.csv
Case2,6x8_279,-88.0,-89.0,3213.6378290081702,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_279,data/New_Data/csv_6x8_Case2/force_disp_Test_279.csv
Case2,6x8_280,-31.0,-12.0,6442.4468317275505,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_280,data/New_Data/csv_6x8_Case2/force_disp_Test_280.csv
Case2,6x8_281,-72.0,-17.0,7193.076276587128,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_281,data/New_Data/csv_6x8_Case2/force_disp_Test_281.csv
Case2,6x8_282,25.0,-74.0,7663.764703293749,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_282,data/New_Data/csv_6x8_Case2/force_disp_Test_282.csv
Case2,6x8_283,34.0,-21.0,7300.873461401293,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_283,data/New_Data/csv_6x8_Case2/force_disp_Test_283.csv
Case2,6x8_284,16.0,16.0,11751.284820193521,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_284,data/New_Data/csv_6x8_Case2/force_disp_Test_284.csv
Case2,6x8_285,-21.0,55.0,7924.035897102099,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_285,data/New_Data/csv_6x8_Case2/force_disp_Test_285.csv
Case2,6x8_286,40.0,-87.0,8249.377562653859,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_286,data/New_Data/csv_6x8_Case2/force_disp_Test_286.csv
Case2,6x8_287,-77.0,22.0,7283.929959861705,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_287,data/New_Data/csv_6x8_Case2/force_disp_Test_287.csv
Case2,6x8_288,37.0,70.0,8665.051389555934,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_288,data/New_Data/csv_6x8_Case2/force_disp_Test_288.csv
Case2,6x8_289,-9.0,44.0,6902.080233405273,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_289,data/New_Data/csv_6x8_Case2/force_disp_Test_289.csv
Case2,6x8_290,20.0,-82.0,7057.992665141844,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_290,data/New_Data/csv_6x8_Case2/force_disp_Test_290.csv
Case2,6x8_291,26.0,5.0,5776.851231913564,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_291,data/New_Data/csv_6x8_Case2/force_disp_Test_291.csv
Case2,6x8_292,71.0,-88.0,4440.48009257036,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_292,data/New_Data/csv_6x8_Case2/force_disp_Test_292.csv
Case2,6x8_293,-28.0,11.0,6157.102921295528,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_293,data/New_Data/csv_6x8_Case2/force_disp_Test_293.csv
Case2,6x8_294,-71.0,-57.0,7848.935449728033,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_294,data/New_Data/csv_6x8_Case2/force_disp_Test_294.csv
Case2,6x8_295,-84.0,-9.0,6280.833585954962,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_295,data/New_Data/csv_6x8_Case2/force_disp_Test_295.csv
Case2,6x8_296,-48.0,82.0,8639.96047552493,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_296,data/New_Data/csv_6x8_Case2/force_disp_Test_296.csv
Case2,6x8_297,-13.0,-4.0,4755.369332838716,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_297,data/New_Data/csv_6x8_Case2/force_disp_Test_297.csv
Case2,6x8_298,-19.0,-23.0,6376.712946791881,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_298,data/New_Data/csv_6x8_Case2/force_disp_Test_298.csv
Case2,6x8_299,5.0,-32.0,6167.241333249499,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_299,data/New_Data/csv_6x8_Case2/force_disp_Test_299.csv
Case2,6x8_300,51.0,46.0,10587.348986527171,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_300,data/New_Data/csv_6x8_Case2/force_disp_Test_300.csv
Case3,6x4_001,65.0,19.0,20279.923491437014,2,6.0,4.0,6x4_curated_v1,Test_001,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_001.csv
Case3,6x4_002,40.0,-51.0,15556.61473956806,1,6.0,4.0,6x4_curated_v1,Test_002,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_002.csv
Case3,6x4_003,-44.0,65.0,15269.17077320444,1,6.0,4.0,6x4_curated_v1,Test_003,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_003.csv
Case3,6x4_004,49.0,48.0,14761.544948240946,1,6.0,4.0,6x4_curated_v1,Test_004,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_004.csv
Case3,6x4_005,-52.0,20.0,19591.464258347456,2,6.0,4.0,6x4_curated_v1,Test_005,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_005.csv
Case3,6x4_006,-15.0,-74.0,20879.436434672043,2,6.0,4.0,6x4_curated_v1,Test_006,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_006.csv
Case3,6x4_007,51.0,-83.0,11082.310852104845,1,6.0,4.0,6x4_curated_v1,Test_007,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_007.csv
Case3,6x4_008,86.0,9.0,21509.70463796609,2,6.0,4.0,6x4_curated_v1,Test_008,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_008.csv
Case3,6x4_009,-63.0,21.0,19251.815448846046,2,6.0,4.0,6x4_curated_v1,Test_009,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_009.csv
Case3,6x4_010,-74.0,83.0,6481.632761335873,1,6.0,4.0,6x4_curated_v1,Test_010,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_010.csv
Case3,6x4_011,-39.0,-9.0,20502.16122153169,2,6.0,4.0,6x4_curated_v1,Test_011,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_011.csv
Case3,6x4_012,-56.0,9.0,21551.135354916772,2,6.0,4.0,6x4_curated_v1,Test_012,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_012.csv
Case3,6x4_013,61.0,33.0,16557.71990006798,2,6.0,4.0,6x4_curated_v1,Test_013,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_013.csv
Case3,6x4_014,19.0,79.0,20720.16069294209,2,6.0,4.0,6x4_curated_v1,Test_014,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_014.csv
Case3,6x4_015,35.0,60.0,16265.619753031,2,6.0,4.0,6x4_curated_v1,Test_015,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_015.csv
Case3,6x4_016,75.0,-61.0,9627.785438115676,1,6.0,4.0,6x4_curated_v1,Test_016,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_016.csv
Case3,6x4_017,-30.0,66.0,17728.921577513524,2,6.0,4.0,6x4_curated_v1,Test_017,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_017.csv
Case3,6x4_018,-53.0,31.0,16497.2567466334,2,6.0,4.0,6x4_curated_v1,Test_018,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_018.csv
Case3,6x4_019,-79.0,29.0,18070.251752433138,2,6.0,4.0,6x4_curated_v1,Test_019,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_019.csv
Case3,6x4_020,-2.0,48.0,22366.159931756138,2,6.0,4.0,6x4_curated_v1,Test_020,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_020.csv
Case3,6x4_021,-49.0,-67.0,13319.084810233135,1,6.0,4.0,6x4_curated_v1,Test_021,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_021.csv
Case3,6x4_022,43.0,-33.0,15889.038536401165,1,6.0,4.0,6x4_curated_v1,Test_022,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_022.csv
