case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path,type_label_source,type_label_confidence,type_label_review_priority
Case2,8x8_196,-32.0,84.0,4952.792517887152,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_196,data/New_data/8x8_Case2/csv/force_disp_Test_196.csv,curve_classifier_pseudo_label,0.765,medium
Case2,8x8_197,-80.0,-38.0,5289.3378367958985,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_197,data/New_data/8x8_Case2/csv/force_disp_Test_197.csv,curve_classifier_pseudo_label,0.63,high
Case2,8x8_198,-82.0,-53.0,5385.412148727857,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_198,data/New_data/8x8_Case2/csv/force_disp_Test_198.csv,curve_classifier_pseudo_label,0.515,high
Case2,8x8_199,-45.0,82.0,5346.120273478756,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_199,data/New_data/8x8_Case2/csv/force_disp_Test_199.csv,curve_classifier_pseudo_label,0.595,high
Case2,8x8_200,88.0,-42.0,5134.166864507925,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_200,data/New_data/8x8_Case2/csv/force_disp_Test_200.csv,curve_classifier_pseudo_label,0.52,high
Case2,8x8_201,-73.0,-27.0,5167.878011208202,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_201,data/New_data/8x8_Case2/csv/force_disp_Test_201.csv,curve_classifier_pseudo_label,0.6766666666666666,high
Case2,8x8_202,-24.0,-76.0,4826.767305134777,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_202,data/New_data/8x8_Case2/csv/force_disp_Test_202.csv,curve_classifier_pseudo_label,0.69,high
Case2,8x8_203,33.0,58.0,6246.365760754372,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_203,data/New_data/8x8_Case2/csv/force_disp_Test_203.csv,curve_classifier_pseudo_label,0.6583333333333333,high
Case2,8x8_204,27.0,-22.0,6231.774253439833,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_204,data/New_data/8x8_Case2/csv/force_disp_Test_204.csv,curve_classifier_pseudo_label,0.7866666666666666,medium
Case2,8x8_205,-58.0,-50.0,7065.8323047382955,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_205,data/New_data/8x8_Case2/csv/force_disp_Test_205.csv,curve_classifier_pseudo_label,0.495,high
Case2,8x8_206,4.0,90.0,3933.8161724117786,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_206,data/New_data/8x8_Case2/csv/force_disp_Test_206.csv,curve_classifier_pseudo_label,0.5266666666666666,high
Case2,8x8_207,19.0,-83.0,4491.919844502155,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_207,data/New_data/8x8_Case2/csv/force_disp_Test_207.csv,curve_classifier_pseudo_label,0.7,medium
Case2,8x8_208,-87.0,47.0,5244.941132193344,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_208,data/New_data/8x8_Case2/csv/force_disp_Test_208.csv,curve_classifier_pseudo_label,0.555,high
Case2,8x8_209,58.0,-69.0,6242.224416117302,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_209,data/New_data/8x8_Case2/csv/force_disp_Test_209.csv,curve_classifier_pseudo_label,0.5633333333333334,high
Case2,8x8_210,-10.0,23.0,5571.4009166578835,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_210,data/New_data/8x8_Case2/csv/force_disp_Test_210.csv,curve_classifier_pseudo_label,0.81,medium
Case2,8x8_211,55.0,-59.0,7210.855872175987,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_211,data/New_data/8x8_Case2/csv/force_disp_Test_211.csv,curve_classifier_pseudo_label,0.6333333333333333,high
Case2,8x8_212,-63.0,54.0,6774.947155644791,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_212,data/New_data/8x8_Case2/csv/force_disp_Test_212.csv,curve_classifier_pseudo_label,0.5,high
Case2,8x8_213,67.0,-42.0,6107.847737616461,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_213,data/New_data/8x8_Case2/csv/force_disp_Test_213.csv,curve_classifier_pseudo_label,0.5583333333333333,high
Case2,8x8_214,63.0,-14.0,5195.729615681295,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_214,data/New_data/8x8_Case2/csv/force_disp_Test_214.csv,curve_classifier_pseudo_label,0.63,high
Case2,8x8_215,9.0,13.0,5117.8334161280845,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_215,data/New_data/8x8_Case2/csv/force_disp_Test_215.csv,curve_classifier_pseudo_label,0.8866666666666667,low
Case2,8x8_216,-10.0,59.0,5197.570871757705,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_216,data/New_data/8x8_Case2/csv/force_disp_Test_216.csv,curve_classifier_pseudo_label,0.68,high
Case2,8x8_217,21.0,56.0,5735.005923478187,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_217,data/New_data/8x8_Case2/csv/force_disp_Test_217.csv,curve_classifier_pseudo_label,0.645,high
Case2,8x8_218,5.0,-15.0,5131.844732610055,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_218,data/New_data/8x8_Case2/csv/force_disp_Test_218.csv,curve_classifier_pseudo_label,0.885,low
Case2,8x8_219,-7.0,65.0,4805.229795473385,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_219,data/New_data/8x8_Case2/csv/force_disp_Test_219.csv,curve_classifier_pseudo_label,0.72,medium
Case2,8x8_220,14.0,-23.0,5664.5335329217605,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_220,data/New_data/8x8_Case2/csv/force_disp_Test_220.csv,curve_classifier_pseudo_label,0.8516666666666667,low
Case2,8x8_221,74.0,-56.0,5848.237395568851,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_221,data/New_data/8x8_Case2/csv/force_disp_Test_221.csv,curve_classifier_pseudo_label,0.49,high
Case2,8x8_222,7.0,-80.0,4052.762693543157,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_222,data/New_data/8x8_Case2/csv/force_disp_Test_222.csv,curve_classifier_pseudo_label,0.45166666666666666,high
Case2,8x8_223,-78.0,-48.0,5555.158945370477,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_223,data/New_data/8x8_Case2/csv/force_disp_Test_223.csv,curve_classifier_pseudo_label,0.535,high
Case2,8x8_224,-4.0,-43.0,5455.9394697980915,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_224,data/New_data/8x8_Case2/csv/force_disp_Test_224.csv,curve_classifier_pseudo_label,0.6816666666666666,high
Case2,8x8_225,2.0,-73.0,4345.573584861094,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_225,data/New_data/8x8_Case2/csv/force_disp_Test_225.csv,curve_classifier_pseudo_label,0.4816666666666667,high
Case2,8x8_226,-42.0,80.0,5336.888988663229,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_226,data/New_data/8x8_Case2/csv/force_disp_Test_226.csv,curve_classifier_pseudo_label,0.63,high
Case2,8x8_227,-42.0,-6.0,5608.435714844567,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_227,data/New_data/8x8_Case2/csv/force_disp_Test_227.csv,curve_classifier_pseudo_label,0.6783333333333333,high
Case2,8x8_228,60.0,-31.0,6062.275072882737,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_228,data/New_data/8x8_Case2/csv/force_disp_Test_228.csv,curve_classifier_pseudo_label,0.685,high
Case2,8x8_229,42.0,86.0,5176.169475095314,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_229,data/New_data/8x8_Case2/csv/force_disp_Test_229.csv,curve_classifier_pseudo_label,0.6033333333333334,high
Case2,8x8_230,-44.0,-30.0,6612.614734192014,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_230,data/New_data/8x8_Case2/csv/force_disp_Test_230.csv,curve_classifier_pseudo_label,0.52,high
Case2,8x8_231,-69.0,24.0,5239.257142425076,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_231,data/New_data/8x8_Case2/csv/force_disp_Test_231.csv,curve_classifier_pseudo_label,0.7166666666666667,medium
Case2,8x8_232,-8.0,-27.0,5477.599797969108,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_232,data/New_data/8x8_Case2/csv/force_disp_Test_232.csv,curve_classifier_pseudo_label,0.8616666666666667,low
Case2,8x8_233,61.0,-20.0,5462.180381851,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_233,data/New_data/8x8_Case2/csv/force_disp_Test_233.csv,curve_classifier_pseudo_label,0.6283333333333333,high
Case2,8x8_234,-49.0,-40.0,7074.595391620944,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_234,data/New_data/8x8_Case2/csv/force_disp_Test_234.csv,curve_classifier_pseudo_label,0.5216666666666666,high
Case2,8x8_235,-62.0,7.0,5004.80052799166,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_235,data/New_data/8x8_Case2/csv/force_disp_Test_235.csv,curve_classifier_pseudo_label,0.6033333333333334,high
Case2,8x8_236,16.0,-57.0,5569.803563339273,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_236,data/New_data/8x8_Case2/csv/force_disp_Test_236.csv,curve_classifier_pseudo_label,0.625,high
Case2,8x8_237,-32.0,66.0,5802.5472492833,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_237,data/New_data/8x8_Case2/csv/force_disp_Test_237.csv,curve_classifier_pseudo_label,0.76,medium
Case2,8x8_238,64.0,-22.0,5470.848334585136,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_238,data/New_data/8x8_Case2/csv/force_disp_Test_238.csv,curve_classifier_pseudo_label,0.6633333333333333,high
Case2,8x8_239,30.0,17.0,5877.424747761911,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_239,data/New_data/8x8_Case2/csv/force_disp_Test_239.csv,curve_classifier_pseudo_label,0.8116666666666666,medium
Case2,8x8_240,53.0,26.0,6081.371542335929,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_240,data/New_data/8x8_Case2/csv/force_disp_Test_240.csv,curve_classifier_pseudo_label,0.5916666666666667,high
Case2,8x8_241,13.0,6.0,4908.210612346571,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_241,data/New_data/8x8_Case2/csv/force_disp_Test_241.csv,curve_classifier_pseudo_label,0.89,low
Case2,8x8_242,-31.0,60.0,6069.184247772142,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_242,data/New_data/8x8_Case2/csv/force_disp_Test_242.csv,curve_classifier_pseudo_label,0.75,medium
Case2,8x8_243,-63.0,-63.0,5867.660247728416,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_243,data/New_data/8x8_Case2/csv/force_disp_Test_243.csv,curve_classifier_pseudo_label,0.605,high
Case2,8x8_244,85.0,-58.0,5270.727817794313,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_244,data/New_data/8x8_Case2/csv/force_disp_Test_244.csv,curve_classifier_pseudo_label,0.48833333333333334,high
Case2,8x8_245,-34.0,-14.0,5722.606546948112,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_245,data/New_data/8x8_Case2/csv/force_disp_Test_245.csv,curve_classifier_pseudo_label,0.7633333333333333,medium
Case2,8x8_246,60.0,61.0,6460.911454329404,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_246,data/New_data/8x8_Case2/csv/force_disp_Test_246.csv,curve_classifier_pseudo_label,0.7116666666666667,medium
Case2,8x8_247,-83.0,78.0,2875.398207287695,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_247,data/New_data/8x8_Case2/csv/force_disp_Test_247.csv,curve_classifier_pseudo_label,0.4816666666666667,high
Case2,8x8_248,6.0,27.0,5352.677503977403,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_248,data/New_data/8x8_Case2/csv/force_disp_Test_248.csv,curve_classifier_pseudo_label,0.835,medium
Case2,8x8_249,6.0,16.0,5022.917602728103,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_249,data/New_data/8x8_Case2/csv/force_disp_Test_249.csv,curve_classifier_pseudo_label,0.88,low
Case2,8x8_250,-47.0,64.0,6511.987736465442,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_250,data/New_data/8x8_Case2/csv/force_disp_Test_250.csv,curve_classifier_pseudo_label,0.5616666666666666,high
Case2,8x8_251,-69.0,0.0,4560.283812387573,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_251,data/New_data/8x8_Case2/csv/force_disp_Test_251.csv,curve_classifier_pseudo_label,0.46166666666666667,high
Case2,8x8_252,-82.0,-45.0,5347.235964959628,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_252,data/New_data/8x8_Case2/csv/force_disp_Test_252.csv,curve_classifier_pseudo_label,0.5616666666666666,high
Case2,8x8_253,56.0,-34.0,6435.899569381483,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_253,data/New_data/8x8_Case2/csv/force_disp_Test_253.csv,curve_classifier_pseudo_label,0.6216666666666667,high
Case2,8x8_254,-75.0,-17.0,4648.425634762444,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_254,data/New_data/8x8_Case2/csv/force_disp_Test_254.csv,curve_classifier_pseudo_label,0.6666666666666666,high
Case2,8x8_255,32.0,-60.0,6098.8301124615955,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_255,data/New_data/8x8_Case2/csv/force_disp_Test_255.csv,curve_classifier_pseudo_label,0.6683333333333333,high
Case2,8x8_256,-25.0,-11.0,5480.099212185348,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_256,data/New_data/8x8_Case2/csv/force_disp_Test_256.csv,curve_classifier_pseudo_label,0.8583333333333333,low
Case2,8x8_257,65.0,80.0,4269.205915701089,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_257,data/New_data/8x8_Case2/csv/force_disp_Test_257.csv,curve_classifier_pseudo_label,0.48,high
Case2,8x8_258,54.0,-18.0,5688.509143935604,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_258,data/New_data/8x8_Case2/csv/force_disp_Test_258.csv,curve_classifier_pseudo_label,0.565,high
Case2,8x8_259,-6.0,38.0,5641.6804343735685,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_259,data/New_data/8x8_Case2/csv/force_disp_Test_259.csv,curve_classifier_pseudo_label,0.76,medium
Case2,8x8_260,-50.0,68.0,6250.116898670553,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_260,data/New_data/8x8_Case2/csv/force_disp_Test_260.csv,curve_classifier_pseudo_label,0.535,high
Case2,8x8_261,-14.0,-28.0,5648.7774726385815,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_261,data/New_data/8x8_Case2/csv/force_disp_Test_261.csv,curve_classifier_pseudo_label,0.84,medium
Case2,8x8_262,-57.0,76.0,5691.792864079667,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_262,data/New_data/8x8_Case2/csv/force_disp_Test_262.csv,curve_classifier_pseudo_label,0.49166666666666664,high
Case2,8x8_263,-24.0,2.0,5276.674226366347,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_263,data/New_data/8x8_Case2/csv/force_disp_Test_263.csv,curve_classifier_pseudo_label,0.8416666666666667,medium
Case2,8x8_264,87.0,-65.0,4010.895157254301,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_264,data/New_data/8x8_Case2/csv/force_disp_Test_264.csv,curve_classifier_pseudo_label,0.5183333333333333,high
Case2,8x8_265,-25.0,-84.0,4629.189620661804,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_265,data/New_data/8x8_Case2/csv/force_disp_Test_265.csv,curve_classifier_pseudo_label,0.69,high
Case2,8x8_266,-26.0,-39.0,6445.563038416168,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_266,data/New_data/8x8_Case2/csv/force_disp_Test_266.csv,curve_classifier_pseudo_label,0.5116666666666667,high
Case2,8x8_267,-33.0,-46.0,6732.529557148156,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_267,data/New_data/8x8_Case2/csv/force_disp_Test_267.csv,curve_classifier_pseudo_label,0.5116666666666667,high
Case2,8x8_268,-59.0,29.0,6044.578385543198,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_268,data/New_data/8x8_Case2/csv/force_disp_Test_268.csv,curve_classifier_pseudo_label,0.7066666666666667,medium
Case2,8x8_269,-60.0,60.0,6610.578452186133,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_269,data/New_data/8x8_Case2/csv/force_disp_Test_269.csv,curve_classifier_pseudo_label,0.7233333333333334,medium
Case2,8x8_270,10.0,76.0,4299.298116929787,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_270,data/New_data/8x8_Case2/csv/force_disp_Test_270.csv,curve_classifier_pseudo_label,0.5316666666666666,high
Case2,8x8_271,-30.0,50.0,6488.5713978113945,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_271,data/New_data/8x8_Case2/csv/force_disp_Test_271.csv,curve_classifier_pseudo_label,0.6916666666666667,high
Case2,8x8_272,72.0,69.0,4330.872447159195,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_272,data/New_data/8x8_Case2/csv/force_disp_Test_272.csv,curve_classifier_pseudo_label,0.48833333333333334,high
Case2,8x8_273,81.0,62.0,4766.9648837146815,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_273,data/New_data/8x8_Case2/csv/force_disp_Test_273.csv,curve_classifier_pseudo_label,0.48,high
Case2,8x8_274,30.0,-25.0,6527.149269553911,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_274,data/New_data/8x8_Case2/csv/force_disp_Test_274.csv,curve_classifier_pseudo_label,0.6833333333333333,high
Case2,8x8_275,80.0,-20.0,4528.532751947774,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_275,data/New_data/8x8_Case2/csv/force_disp_Test_275.csv,curve_classifier_pseudo_label,0.6783333333333333,high
Case2,8x8_276,-88.0,70.0,3401.720433890821,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_276,data/New_data/8x8_Case2/csv/force_disp_Test_276.csv,curve_classifier_pseudo_label,0.4866666666666667,high
Case2,8x8_277,57.0,88.0,5213.351500878976,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_277,data/New_data/8x8_Case2/csv/force_disp_Test_277.csv,curve_classifier_pseudo_label,0.485,high
Case2,8x8_278,18.0,78.0,4565.332054262552,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_278,data/New_data/8x8_Case2/csv/force_disp_Test_278.csv,curve_classifier_pseudo_label,0.7833333333333333,medium
Case2,8x8_279,-88.0,-89.0,2344.9556896146173,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_279,data/New_data/8x8_Case2/csv/force_disp_Test_279.csv,curve_classifier_pseudo_label,0.4583333333333333,high
Case2,8x8_280,-31.0,-12.0,5751.872812914011,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_280,data/New_data/8x8_Case2/csv/force_disp_Test_280.csv,curve_classifier_pseudo_label,0.8283333333333334,medium
Case2,8x8_281,-72.0,-17.0,4789.082424571645,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_281,data/New_data/8x8_Case2/csv/force_disp_Test_281.csv,curve_classifier_pseudo_label,0.665,high
Case2,8x8_282,25.0,-74.0,5041.103961943974,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_282,data/New_data/8x8_Case2/csv/force_disp_Test_282.csv,curve_classifier_pseudo_label,0.72,medium
Case2,8x8_283,34.0,-21.0,6259.778870106225,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_283,data/New_data/8x8_Case2/csv/force_disp_Test_283.csv,curve_classifier_pseudo_label,0.66,high
Case2,8x8_284,16.0,16.0,14282.37729710516,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_284,data/New_data/8x8_Case2/csv/force_disp_Test_284.csv,curve_classifier_pseudo_label,0.8783333333333333,low
Case2,8x8_285,-21.0,55.0,5840.215227663228,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_285,data/New_data/8x8_Case2/csv/force_disp_Test_285.csv,curve_classifier_pseudo_label,0.6833333333333333,high
Case2,8x8_286,40.0,-87.0,5152.53057311735,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_286,data/New_data/8x8_Case2/csv/force_disp_Test_286.csv,curve_classifier_pseudo_label,0.5816666666666667,high
Case2,8x8_287,-77.0,22.0,4856.326455075598,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_287,data/New_data/8x8_Case2/csv/force_disp_Test_287.csv,curve_classifier_pseudo_label,0.72,medium
Case2,8x8_288,37.0,70.0,5759.037487415036,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_288,data/New_data/8x8_Case2/csv/force_disp_Test_288.csv,curve_classifier_pseudo_label,0.6716666666666666,high
Case2,8x8_289,-9.0,44.0,5675.419555525276,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_289,data/New_data/8x8_Case2/csv/force_disp_Test_289.csv,curve_classifier_pseudo_label,0.54,high
Case2,8x8_290,20.0,-82.0,4535.949590047011,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_290,data/New_data/8x8_Case2/csv/force_disp_Test_290.csv,curve_classifier_pseudo_label,0.7233333333333334,medium
Case2,8x8_291,26.0,5.0,5246.189607094539,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_291,data/New_data/8x8_Case2/csv/force_disp_Test_291.csv,curve_classifier_pseudo_label,0.8716666666666667,low
Case2,8x8_292,71.0,-88.0,3297.8781462083393,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_292,data/New_data/8x8_Case2/csv/force_disp_Test_292.csv,curve_classifier_pseudo_label,0.5116666666666667,high
Case2,8x8_293,-28.0,11.0,5563.350340319536,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_293,data/New_data/8x8_Case2/csv/force_disp_Test_293.csv,curve_classifier_pseudo_label,0.8383333333333334,medium
Case2,8x8_294,-71.0,-57.0,6041.466865374043,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_294,data/New_data/8x8_Case2/csv/force_disp_Test_294.csv,curve_classifier_pseudo_label,0.4716666666666667,high
Case2,8x8_295,-84.0,-9.0,3973.690619497436,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_295,data/New_data/8x8_Case2/csv/force_disp_Test_295.csv,curve_classifier_pseudo_label,0.475,high
Case2,8x8_296,-48.0,82.0,5381.798718111826,2,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_296,data/New_data/8x8_Case2/csv/force_disp_Test_296.csv,curve_classifier_pseudo_label,0.5733333333333334,high
Case2,8x8_297,-13.0,-4.0,4949.984425209532,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_297,data/New_data/8x8_Case2/csv/force_disp_Test_297.csv,curve_classifier_pseudo_label,0.885,low
Case2,8x8_298,-19.0,-23.0,5844.303638956683,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_298,data/New_data/8x8_Case2/csv/force_disp_Test_298.csv,curve_classifier_pseudo_label,0.8416666666666667,medium
Case2,8x8_299,5.0,-32.0,5571.272337672921,3,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_299,data/New_data/8x8_Case2/csv/force_disp_Test_299.csv,curve_classifier_pseudo_label,0.8266666666666667,medium
Case2,8x8_300,51.0,46.0,7380.856082040267,1,8.0,8.0,8x8_new_data_curve_classifier_v1,Test_300,data/New_data/8x8_Case2/csv/force_disp_Test_300.csv,curve_classifier_pseudo_label,0.46,high
Case3,6x4_001,65.0,19.0,20279.923491437014,2,6.0,4.0,6x4_curated_v1,Test_001,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_001.csv,curated_human_review,1.0,none
Case3,6x4_002,40.0,-51.0,15556.61473956806,1,6.0,4.0,6x4_curated_v1,Test_002,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_002.csv,curated_human_review,1.0,none
